"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73"
365.127954783107,372.960093457074,334.575433133499,322.042949794368,534.698813309991,406.046136753789,517.928521514809,442.238605257009,617.599856373736,347.924390119309,359.552701879679,306.816470800894,417.031121419551,387.050126651895,293.936650929044,468.885592176466,494.245269803939,509.11322512364,551.833225318442,289.1237093393,466.690068412498,491.044126378726,451.898416779602,479.972240063988,358.3476433156,350.56654187139,441.801343396902,468.551588660379,370.762641858523,593.058007697864,440.416417437119,355.34160499156,638.794927741759,398.710999942859,360.801733175079,342.109158405704,566.439315655171,287.684661189748,428.169095457803,450.859739190983,491.877301491688,473.927213989185,348.412611864598,435.379692567658,314.212416039371,445.307541076562,430.778714644333,501.159326535128,393.082244573005,398.900605608153,539.629276187536,433.481797316751,283.231629626893,530.148000980578,534.545747517221,432.060818910872,557.588557154477,480.270956310853,526.748251516779,296.965460126146,474.336658053145,487.264509668195,282.882316665075,432.147186278989,517.571924101045,338.284430161101,641.870859433657,492.218638933067,369.313875786343,447.062027719198,415.62635197028,343.80069687203,480.280420745332
344.43342979704,353.32257038209,317.131116686874,304.33041125686,505.203368675915,382.884059379714,487.205323503608,418.708618896475,583.073754860579,328.277701162671,340.670435285425,290.404071269232,393.316208052222,366.90556213447,278.111995693544,442.110782836102,466.583404203652,478.954004650637,519.765427153614,273.539954680714,440.392501466256,463.86244527599,425.73289863146,453.512221769328,339.140744258493,332.386870843987,416.437625819168,441.19802381871,350.069812794331,559.031094505573,416.774260559216,336.47960268829,602.67088658618,376.465535030471,341.895411691464,323.204850667667,533.786263662108,271.992311994636,404.8529697452,426.391931526558,462.67323548075,446.65793487762,329.302882235875,411.126474935068,297.467310170638,420.108452793845,406.955914466865,473.204197780904,371.020371262368,377.444473647868,508.959762405904,410.217936115751,268.061850780715,499.591220664741,503.026420679495,407.426513930866,526.872098638833,453.160234055992,497.852337945544,280.686583401705,448.541272345684,458.840565159773,267.446751212338,406.869684406801,488.673862348529,319.284044326708,605.283752217449,464.025344416416,349.243848528459,422.189747185497,391.615505692776,324.680539158161,452.862607383026
324.734343352528,334.617777336457,300.523806355037,287.479622905592,477.055642213214,360.824381726803,457.89110631556,396.274425980884,550.094231216559,309.581884349156,322.687263859561,274.790622106168,370.725228600163,347.71125673589,263.062984030229,416.58294041161,440.201119626954,450.184783485684,489.156651761999,258.721507648029,415.320231757441,437.936831941242,400.791967797937,428.277490232789,320.853315084355,315.072548975539,392.265019970416,415.11836663256,330.369473428957,526.537439308433,394.236080930453,318.519446422441,568.158423768096,355.279211553331,323.889024024412,305.214339642165,502.614120019896,257.072521990156,382.631552063577,403.065067332704,434.818886484866,420.658628087808,311.116026370604,388.012268177324,281.535011422327,396.090416415434,384.252449978691,446.537588779036,350.009394618689,357.00341283794,479.691297431582,388.043365449759,253.637983474976,470.434735755927,472.947228067709,383.952132888536,497.550927730803,427.307876758207,470.277376484843,265.206804900345,423.940682554156,431.732343797079,252.772521611259,382.783256253785,461.101679520305,301.206881286155,570.332232463224,437.136612705138,330.133045011801,398.482787331476,368.741436302791,306.485547286306,426.718238880352
306.280436547338,317.071474027625,284.948464364699,271.694070700074,450.632716433332,340.150437122599,430.397444764622,375.221412450281,519.119595569822,292.069882876614,305.820638861682,260.158640348061,349.550338878492,329.698955892996,248.965067101317,392.64341025241,415.448001566223,423.204394110063,460.437700987864,244.840468167999,391.806847970983,413.610300525233,377.410433654948,404.599614973849,303.706673612737,298.829330371008,369.603878145992,390.667579175799,311.90825942618,496.035968083152,373.087006911289,301.676836429821,535.742321749567,335.419049029058,306.998216978946,288.358045058858,473.359321055119,243.099803422932,361.786573593171,381.177955921704,408.702149059036,396.276724956812,294.072292705661,366.335212896482,266.602429873863,373.569934084661,362.959843926644,421.51629634961,330.317143643824,337.831176300041,452.223374993389,367.237854530626,240.126266346524,443.079888374647,444.72950778487,361.94696749894,470.019775379085,403.057665808422,444.390976165934,250.708787227778,400.853570089162,406.313819677782,239.030843357301,360.210224592619,435.226151289864,284.274333302764,537.505228734171,411.915888954064,312.216896355474,376.248510519153,347.305494419552,289.439520565539,402.199524751052
289.258312547667,300.85668512055,270.553285182158,257.126887137273,426.22061593935,321.077751237916,405.03382730446,355.763030269928,490.499173705632,275.917891570814,290.232981970578,246.647906810465,330.012439406671,313.046080897766,235.950808151571,370.549562891568,392.59002261462,398.315336893862,433.930003222715,232.027184778509,370.099665177298,391.142732058453,355.839801029162,382.729367040807,287.871095870392,283.813892643821,348.695749200003,368.114298222913,294.873345270154,467.868811065779,353.544075530513,286.116064071136,505.797246858268,317.088459254504,291.387171259451,272.802031083032,446.353586768651,230.205597948785,342.53320766083,360.957463085795,384.614121803642,373.777030596638,278.33978873188,346.324529810806,252.811263196407,352.785100828817,343.301575766629,398.410471625635,312.14345900724,320.120853606052,426.864816503843,348.012341346376,227.651801215075,417.832232350136,418.695870213482,341.64332488341,444.581346046107,380.670072025196,420.472519180214,237.331194407407,379.523196772799,382.863463015738,226.350043460069,339.392690907875,411.327909350292,268.654709007058,507.180709294293,388.637781090179,295.673006056073,355.720003394203,327.534098078071,273.710938387807,379.570415861451
273.795363111486,286.092565401771,257.441736812161,243.882531019775,404.020539749779,303.753913718619,382.014681399436,338.050239852385,464.480697987568,261.245271818232,276.035628596798,234.352404472914,312.263765721746,297.877290665537,224.110595232658,350.480459668271,371.81408827168,375.724990051026,409.856489629345,220.370879209018,350.373238612349,370.712749994438,336.25447955966,362.8434649688,273.460073090245,270.133448705786,329.708070907001,347.637914751876,279.391707432705,442.277752250951,335.760940176756,271.952029499963,478.579335594703,300.427675799884,277.170425086915,258.659951618148,421.825013494084,218.479513711757,325.020816024742,342.56185745691,362.753480357275,353.342407247417,264.033948928116,328.135018096941,240.259408991094,333.899831559369,325.42807819351,377.40495319042,295.629617555098,304.004023097433,403.821656826765,330.516486387668,216.300692734133,394.900374405819,395.062666873755,323.200401543842,421.447571295395,360.326750153446,398.717237252395,225.167478462032,360.118859331506,361.571092108296,214.817897366095,320.497659832115,389.604499052593,254.462386650003,479.622096550422,367.494036556043,280.624389166156,337.05868289586,309.583209986486,259.416377243369,359.017790638583
259.966166442756,272.852691834911,245.677056811315,232.022323589124,384.155632872518,288.266122592811,361.462297856278,322.174571546871,441.212796929018,248.122578856781,263.30211130013,223.32882863264,296.394601905015,284.269068960184,213.497805284599,332.540372403015,353.230237960766,355.555864124977,388.350573226935,209.923466184498,332.731297460126,352.431542571834,318.753577166652,345.046600687691,260.546014299145,257.856075582939,312.738068399182,329.346496095874,265.538578194673,419.407977596171,319.830196565024,259.254249243503,454.247317108699,285.520567140578,264.418120329192,245.999521171076,399.899541246088,207.973649360823,309.341928063041,326.088009039051,343.236424736808,335.079620717805,251.223742786186,311.860659432622,229.005047717357,317.011846051094,309.430731363484,358.614171935755,280.856005348606,289.564471653392,383.221857334272,314.841327120565,206.123784361688,374.408974129832,373.958997455678,306.712502238682,400.75134789024,342.13477062701,379.245087975789,214.274515730047,342.743752744407,342.550650581314,204.48560531055,303.618754509069,370.172827741762,241.764443441808,454.991297284958,348.596534051821,267.144766404274,320.361660651372,293.54062921625,246.623899042885,340.63546279277
247.799691973612,261.170498280613,235.287807539398,221.571212702398,366.681191130818,274.648060695958,343.426073123448,308.181917830258,420.758165927105,236.568356898078,252.063013575818,213.599666920434,282.440287550708,272.257683688315,204.133939322062,316.787164632358,336.887059895646,337.85494782235,369.468752299228,200.705211149446,317.218200211844,336.347865735301,303.377667252959,329.38734326938,249.157413052358,247.012558314243,297.818172609016,313.282629482739,253.344060139864,399.323113725064,305.789616430093,248.046735823519,432.868887039824,272.400823677386,253.162201698681,234.847064309461,380.651053747126,198.708943498505,295.522522908016,311.579520670646,326.108392044153,319.032172233949,239.936927459571,297.535083181243,219.0734047281,302.161686975486,295.34993867284,342.087932084009,267.856363051284,276.837727175214,365.120335672409,301.028641827953,197.141900707378,356.410929349448,355.434569384253,292.217748041157,382.532916239406,326.139849465084,362.111028057125,204.663907696596,327.445249216355,325.847562273263,195.37314758985,288.793404770844,353.085285526022,230.586125139169,433.358636306382,331.987814127509,255.265652424564,305.670701542279,279.442169935309,235.354122174407,324.488223528576
237.288195816234,251.046790605093,226.274217486676,212.523764295875,351.598485060604,262.891861322094,327.895421139994,296.073665897763,403.126536098389,226.586668558638,242.319148072827,205.164977056829,270.39387800741,261.845682523912,196.0162639144,303.157099818713,322.7838146674,322.611214272256,353.20363641949,192.713137867451,303.8283926197,322.460864764855,290.118367279602,315.857880819656,239.292083407549,237.604296308564,284.949623844852,299.436932339558,242.80275814102,382.019521582928,293.645488156129,238.337620707466,414.451838371762,261.063246239708,243.403462928986,225.197212426856,364.067002056307,190.680185221362,283.581645083893,299.036359963478,311.357157192422,305.193432838115,230.168935533859,285.165360970183,210.462012573483,289.343371135908,283.182712808893,327.824789773302,256.624285974735,265.823493712417,349.513858770157,289.078613354961,189.351475406828,340.900832412379,339.485083372978,279.709013408812,366.822414222928,312.33904974765,347.316369552362,196.344420524127,314.223947524935,311.452919190054,187.475525827571,276.01141191256,338.342759704394,220.920156586034,414.724441631279,317.666566868671,244.984251693893,292.982188883057,267.278970144674,225.60963747403,310.559338797139
228.39651976151,242.457465223019,218.614788533025,204.851911509653,338.867406753856,252.958728443521,314.814481698799,285.820861030776,388.268914437309,218.13795263885,234.046447877612,197.999054720978,260.216080697929,253.009603127954,189.120756355669,291.690108612417,310.871920078484,309.770133922773,339.501871343966,185.92440764156,292.521724480574,310.731305563862,278.930311227711,304.431201235764,230.928258677385,229.60995846025,274.085454779861,287.76065831698,233.881476711447,367.444549154219,283.366291149931,230.097811883295,398.941235570364,251.473295218596,235.118565644781,217.020354186506,350.096530987403,183.862679927644,273.474859812627,288.425734556033,298.928755834539,293.517634329013,221.890941549561,274.707245114203,203.147421153761,278.516753439039,272.893816457462,315.78298547144,247.124233216715,256.49245297911,336.355574773928,278.961498597576,182.730375168599,327.828234413539,326.05134705417,269.145163385674,353.562632215982,300.684676357406,334.822959740803,189.28199992013,303.045283552372,299.316634668531,180.768079778749,265.22679350241,325.893909738188,212.735044996825,399.034860039854,305.585933784767,236.271658361672,282.258989286073,257.009084975249,217.355407050288,298.806558326659
221.070122735423,235.35975420948,212.272189579907,198.511894748315,328.418992565865,244.787504149235,304.096008289305,277.372062773168,376.102445241819,211.171741627687,227.204089800307,192.064572243436,251.844678820261,245.707697062963,183.409980107197,282.26422431975,301.094249112484,299.2460411314,328.27781794833,180.301307936153,283.231946759612,301.094223153023,269.742309247939,295.03876681677,224.018114457338,222.99118614325,265.158406213691,278.17867630924,226.528053177826,355.510156069155,274.898790786124,223.285614034417,386.250506377071,243.575279009828,228.266898517245,210.269358564569,338.653240300693,178.217971833304,265.150311672298,279.691349058027,288.740367991106,283.931722101806,215.056311495377,266.10296361712,197.091392409412,269.617178794194,264.425122424805,305.89516641091,239.300161904059,248.795790186204,325.567199921108,270.625500288939,177.242830563254,317.11256535113,315.046255373751,260.461851128252,342.685655409217,291.11645026942,324.563904472872,183.437816033584,293.850304481401,289.36108631367,175.212609875422,256.368863522897,315.682893606885,205.981308541295,386.198306747809,295.671662444907,229.080124417068,273.44005841924,248.565507179083,210.543607776407,289.158287774949
215.242619087374,229.698896438534,207.198426330419,193.44964348801,320.165824989097,238.30313714788,295.634627591173,270.661582103759,366.523020662706,205.625385272189,221.739704274688,187.313544877413,245.203724555477,239.885367781876,178.837258967124,274.803853133437,293.358975718027,290.935903550406,319.425831976381,175.797656990541,275.876566110155,293.467813354595,262.467649071002,287.60242204482,218.50712503057,217.698607343701,258.086104269575,270.599050658148,220.677821952911,346.108640471495,268.175524626592,217.847525490453,376.266916473465,237.299941759093,222.796316409832,204.8855683507,329.632975442764,173.698345407802,258.539459623163,272.762148446148,280.691112956021,276.347148898384,209.607109956027,259.277677659163,192.245495957597,262.564755450241,257.704411194758,298.076195881342,233.082929645133,242.671644219325,317.052132893521,264.003915021736,172.844463349692,308.655226783394,306.36305904726,253.580023607186,334.101192108732,283.544454782316,316.454123010026,178.762243571071,286.564109720339,281.491346650902,170.762344557924,249.352195830658,307.612198251574,200.598626267926,376.100262910284,287.83298810061,223.350203274346,266.449261126607,241.871160427068,205.11481501764,281.527109104655
210.841500343207,225.41368200195,203.339430244921,189.6053475218,314.010469156652,233.424326070252,289.316350056457,265.615620585673,359.415604437738,201.430454503676,217.594480542907,183.692637942298,240.210316467772,235.480907088305,175.350685785585,269.215892309206,287.573677280969,284.728437449523,312.831227220116,172.362449724433,270.364507885065,287.761466820561,257.013196700194,282.034457418942,214.333406035255,213.676531068239,252.778258545936,264.92297496565,216.259625140543,339.120320774615,263.121092877303,213.723637178326,368.867339089507,232.571682935989,218.647963712999,200.805551828369,322.91962158276,170.251286516485,253.565672362844,267.558729172169,274.672464029134,270.667654126371,205.479626027432,254.149101769358,188.555812832823,257.272106300175,252.651836944249,292.231478263067,228.396211639651,238.051143544369,310.704527453727,259.022556445831,169.485860779313,302.348284771375,299.886121597663,248.412999447195,327.70894745365,277.876200986795,310.398991509208,175.200616437989,281.10276597976,275.604545345886,167.365599322398,244.085329656654,301.58660607049,196.521116571396,368.615017802236,281.970473507139,219.015983316477,261.202679579264,236.839017458545,201.003668949296,275.816762239971
207.792639600103,222.439717709097,200.638297853261,186.917343093211,309.852861980435,230.06749527822,285.026381910395,262.156391090678,354.66116152366,198.516239899921,214.705970299594,181.146327438503,236.779504832955,232.42929641837,172.896319168382,265.40524933913,283.642293265393,280.510508377676,308.377666165228,169.942581030647,266.603860222929,283.882231035645,253.283453183761,278.244700512696,211.432656146478,210.865979964364,249.143796843816,261.049604802059,213.20141950926,334.42436468382,259.657248610215,210.851379611358,363.926955271787,229.312225687779,215.759887961316,197.963867212481,318.396490167059,167.82235471851,250.150263584965,263.998776248595,270.575132720145,266.794184701394,202.607436714718,250.632760787835,185.9660325211,253.649943015185,249.185100799942,288.263753642332,225.16208709915,234.861855708276,306.415978132829,255.604090509391,167.115584176544,298.081233156901,295.498759960625,244.87268822192,323.404051010384,274.016380076484,306.300960795113,172.695743093561,277.379488127583,271.596405780949,164.968692659604,240.474445641333,297.506379406543,193.680988623106,363.61328625946,277.98362023389,216.009032207681,257.614228012942,233.381440404736,198.143229346717,271.929672329007
206.023456565443,220.712451032614,199.037610281045,185.324672011431,307.594735480739,228.151692277544,282.654390294316,260.206925436079,352.14450974216,196.814188577522,213.012072197595,179.619341074496,234.828217589393,230.665102718832,171.420414006515,263.279381064454,281.470696222914,278.174094628022,305.953202156326,168.484725705261,264.504982437868,281.738037341078,251.185260623482,276.14438214087,209.740774560202,209.207479718571,247.09356928414,258.881972930199,211.431330078187,331.904065822087,257.70569224273,209.167868468252,361.323920355107,227.445181889847,214.070083443255,196.294822108888,315.950767079608,166.357510090969,248.215624734598,262.000746924537,268.293915136939,264.631075525505,200.92537457571,248.645936927262,184.419832627112,251.610892176729,247.223498040406,286.078848302393,223.304264191167,233.032430637124,304.081307286569,253.671418179728,165.682128465101,295.748275421985,293.08896073898,242.873260151242,321.08447871207,271.871898196805,304.063762953592,171.191545089435,275.308625434951,269.36645308206,163.51834192251,238.428865001417,295.273716639922,192.011909005548,360.97091565086,275.774256080131,214.261391474705,255.598761665712,231.413317687503,196.467173532756,269.771004088789
205.464945422556,220.169210530085,198.481144107534,184.76855228398,307.142573615263,227.600184664078,282.098065387914,259.692777759823,351.75718170109,196.258826562546,212.45209427606,179.05731466236,234.278544097292,230.124414073033,170.870573152009,262.748341253515,280.969224494804,277.618821252299,305.452503433075,167.93702720159,263.981737606673,281.241647715729,250.632375070078,275.6478648429,209.194759524435,208.642934628045,246.543575333409,258.329445924577,210.881077134484,331.448679255347,257.190499153415,208.611592540135,360.944011109001,226.897570197472,213.517899691129,195.734601594192,315.475667863942,165.804441269355,247.686293468894,261.486466649575,267.731066834642,264.089130850042,200.370577946884,248.109350910802,183.862380408512,251.072439406121,246.689235810813,285.588731684173,222.749942332118,232.493926216555,303.601990595553,253.150135029315,165.135344718124,295.249329474973,292.552342800844,242.333469723254,320.654130460394,271.354068112127,303.595923200948,170.633829631755,274.807973674093,268.820649794437,162.962951975251,237.864378955069,294.795580270551,191.450452872044,360.571742731856,275.251255830364,213.707523861893,255.075869670214,230.854880437755,195.911623331496,269.250142313103
206.052671147853,220.749058497086,198.914563491852,185.193229943263,308.409352361272,228.341599292155,283.264843875304,260.542995924034,353.398992383409,196.788661695781,212.967491128225,179.408402392001,235.057546261571,230.745582570201,171.196728451482,263.731857993545,282.055572385236,278.753291671017,306.779670406302,168.250511139117,264.953206735198,282.31224248951,251.544384287859,276.676603695705,209.735696478259,209.115339325561,247.416352179946,259.307644154574,211.486848974188,332.958640065714,258.040986990626,209.124575589633,362.683109993288,227.600924706674,214.044867639929,196.22512019901,316.874627491681,166.113173275675,248.489789298003,262.382126000101,268.797685651821,265.085066773012,200.883434637442,248.949171028326,184.240973639943,251.957850827721,247.509794171905,286.707438661675,223.430974160097,233.18061655202,304.885805058231,253.970449832734,165.427053051159,296.49342328813,293.793099910761,243.178050568634,322.022722313503,272.381773929521,304.811908616248,170.970821532584,275.800200881893,269.871784755343,163.253316346492,238.702805305199,295.986643510276,191.93650029433,362.309344018096,276.326613481853,214.285364624554,255.970215309545,231.6322508046,196.417305799921,270.284774571832
207.726808508698,222.394652133839,200.285578176588,186.546121604742,311.314688760403,230.310260862089,286.070820296711,262.690496088545,356.978524572653,198.346718172372,214.502316330037,180.623013908405,237.098188563608,232.4695553854,172.3510286814,266.156274464284,284.653253775563,281.495527880365,309.849330317,169.377966930727,267.347481513731,284.874271848865,253.848754719102,279.157054701995,211.307196395078,210.570734775818,249.640708049783,261.741643071997,213.188123509768,336.343845456862,260.189921844681,210.650969330076,366.445339138461,229.491562213395,215.595032993616,197.71074337759,320.060970684845,167.236265221574,250.561237350743,264.618566632418,271.413986747264,267.54341891008,202.407808750984,251.096843046415,185.505270272972,254.196417994024,249.617984849743,289.357989913347,225.284404134648,235.030508137589,307.850536262118,256.06556081943,166.511153802367,299.397837504261,296.727119956462,245.337829342221,325.107532653263,274.879761227981,307.632423604211,172.153718067224,278.21308044437,272.442626179329,164.342584514588,240.873717225738,298.767698303725,193.414927288757,366.0879082091,278.924435094586,215.936277294425,258.211939302766,233.676093601945,197.928131395387,272.799652020294
210.431647204485,225.051079891298,202.543653590691,188.777393757192,315.784193466179,233.445529274742,290.440701405358,266.071883459931,362.412892186036,200.87903966938,217.002750055578,182.653325286484,240.338471161527,235.239502400211,174.28758789844,269.953031625579,288.692004144708,285.772230124172,314.583675441731,171.27397570016,271.097012080637,288.85715434164,257.478972986783,283.020376504644,213.855227427322,212.956565602365,253.15165746392,265.563183839749,215.929127507987,341.522449844018,263.573385229448,213.137099499781,372.14582832598,232.510070279605,218.114497528575,200.138914943125,324.95540868406,169.128460964008,253.837864003297,268.130770990762,275.508409541726,271.395473107689,204.890850696691,254.488515036703,187.606936173985,257.722902338935,252.950488061801,293.470300538203,228.250428535699,237.984842757885,312.420649094794,259.372782608533,168.343305171127,303.887725084218,301.278245876492,248.749058174013,329.830939600641,278.779297091422,311.983816566853,174.135572006636,281.978897856283,276.462570335734,166.186033812181,244.312780322933,303.06601100047,195.83427807475,371.821574325797,282.974303413486,218.604647107307,261.735971420233,236.927089569019,200.390979544231,276.725002487572
214.114648273214,228.662903123995,205.639233717462,191.839149745771,321.74799312894,237.690371716075,296.308638064265,270.625064904063,369.624846652378,204.335339472101,220.415937335695,185.453987776084,244.719911224599,238.999863566291,176.961657235504,275.058737037994,294.105337523157,291.516166240495,320.911216239241,173.894924571855,276.138481241163,294.197810537771,262.373790791239,288.202179909384,217.32772151646,216.221231727589,257.88864233101,270.709025589303,219.656836519787,348.42031201441,268.130622000327,216.531274263356,379.706489173697,236.59995519479,221.550680762739,203.459394600534,331.485464080073,171.7459709628,258.259685658499,272.856638185498,281.016157741711,276.577478082978,208.281069352202,259.063272085607,190.498895910852,262.476333194944,257.447287482806,298.977615449372,232.274115655214,241.986474279939,318.525950534779,263.831768642154,170.880287710757,309.894107065335,307.376781071272,253.352294281535,336.121965252896,284.014963092946,317.796753270197,176.871568303009,287.033219856428,281.866462050024,168.740397620836,248.960859157441,308.813031838605,199.143455089649,379.431069360948,288.410543335458,222.237055431949,266.481123361535,241.325670699105,203.75614288944,281.996350276917
218.724988161503,233.177319973599,209.522712221119,195.684307683793,329.13866095762,242.991761911765,303.613040497485,276.290061128553,378.541358095525,208.66646809111,224.689816004059,188.978605547563,250.187278276777,243.695096841941,180.329362148407,281.415835981988,300.830310946767,298.666441461706,328.768635998855,177.196923204026,282.410671833784,300.828245093169,268.474871518632,294.639792519971,221.672648836928,220.312982568978,263.792678381723,277.12004125866,224.319229667168,356.966862144667,273.801437309704,220.781268207705,389.055617028718,241.707779300084,225.851090202623,207.622900694635,339.586523936954,175.045429393973,263.768596352703,278.735395162281,287.877022968745,283.028964222415,212.528781545732,264.765697891055,194.134233784966,268.398115621151,263.050649199014,305.816416845884,237.301172730452,246.9799306719,326.100290311482,269.382879324754,174.079067755662,317.352730505021,314.960270379186,259.090562104395,343.909643860425,290.525702855402,325.004069028557,180.317433926556,293.313152445186,288.593828722042,171.962907891295,254.761775499422,315.943696471297,203.293901064902,388.842920120747,295.171013239978,226.780946416187,272.387704242897,246.81719111729,207.974405891478,288.555241814667
224.211785602068,238.54212781612,214.143083314946,200.265177710917,337.888548783187,249.2874907306,312.286452706825,283.004736369097,389.087763535639,213.823723218549,229.770590845829,193.180630425043,256.684745811497,249.268093147834,184.345473185087,288.957706990885,308.803278104158,307.163081706018,338.08903634976,181.13560839512,289.853791757389,308.689282165578,275.7242621327,302.269850206683,226.83862343815,225.178710323397,270.810495621869,284.738215971073,229.864022117396,367.094375802413,280.524594955809,225.835226519075,400.107800357395,247.771853482752,230.961850860525,212.580346342849,349.186730974861,178.982781314343,270.304995181578,285.705515911548,296.0326353906,290.690376090497,217.583286826522,271.530199791045,198.465054023517,275.429754366669,269.701882319067,313.918409677868,243.277433803214,252.909672685812,335.07802777558,275.964943211575,177.895661884093,326.199784310129,323.968917315266,265.907179231838,353.128544022662,298.249947578421,333.538118141676,184.428382442005,300.755124545749,296.585478585966,175.810078454711,261.660021734848,324.392458115877,208.237952360924,399.984947981826,303.194063057059,232.182983208828,279.396172788915,253.346925295587,212.996266064792,296.334482015169
230.522007767759,244.692362592981,219.446473284605,205.531852537123,347.92678047154,256.535459873776,322.280653368995,290.703925531585,401.192955465691,219.752338600397,235.601551191462,198.007596409356,264.154457122923,255.658507380084,188.963510168573,297.631935865333,317.95867299836,316.94491284212,348.804477494172,185.664172225125,298.404990056551,317.710903534306,284.063869105285,311.025818444647,232.767711049982,230.761537980137,278.876307795751,293.503829729302,236.236022798735,378.731759598742,288.235413569336,231.637054727085,412.809604835515,254.747185409763,236.826052311209,218.277051696176,360.224763534239,183.511931940509,277.807124067893,293.702368425453,305.423268710399,299.499976654999,223.391350018204,279.306510458203,203.44098356757,283.510564815256,277.33943658679,323.225418615617,250.145998998703,259.710983066371,345.391189232922,283.51550359224,182.283847075234,336.369351694095,334.326754981623,273.743314821169,363.695841391136,307.12352835767,343.328114923597,189.155761482459,309.292337423898,305.779936109593,180.236352707244,269.600095526679,334.09266317875,213.924698446479,412.78000364246,312.416520601468,238.387186588659,287.446377863724,260.859015139177,218.76762011932,305.279975612986
237.59868929102,251.57406817948,225.374476065553,211.430482667898,359.175862307029,264.662836647706,333.519752759457,299.316895384794,414.772530856138,226.403220429429,242.121219958875,203.4121005546,272.533604965375,262.800697638568,194.129849661993,307.365252871979,328.224936672557,327.946184873255,360.851555845975,190.732150721763,307.9958242383,327.820843138086,293.42934556249,320.836182195282,239.403179639748,237.003106760627,287.935996468614,303.352400716463,243.378779773352,391.802755913561,296.863991569935,238.127071644173,427.061457584261,262.561272610242,243.38190298066,224.661066752754,372.623639866799,188.583222833482,286.207623643242,302.655528221683,315.984819796378,309.391147707094,229.895719282667,288.01878184025,209.007571699191,292.574851249986,285.896438764316,333.657565848071,257.84723136808,267.32294885172,356.966032358323,291.966396616442,187.193724965871,347.789909967394,345.987121251521,282.535165982084,375.545874101888,317.076869177612,354.296867994812,194.451780903193,318.85198789053,316.111467034905,185.192721800425,278.520491710059,344.964530606783,220.299551390521,427.155473667704,322.769494005612,245.332863993271,296.461679199801,269.293026618334,225.237183696087,315.318043458028
245.378359967314,259.107946714984,231.862626896968,217.901407368149,371.54838195975,273.606481250094,345.928412584382,308.763450819353,429.726202951539,233.709510421366,249.261654729052,209.330441759817,281.75510146991,270.621646045007,199.789837818299,318.081133493317,339.520364280937,340.092560642406,374.135466980904,196.28372335623,318.547890191399,338.940298375648,303.748972339902,331.620342944727,246.675631978082,243.832894973412,297.90640818544,314.211202932795,251.223639356157,406.219352564991,306.332308228145,245.235832117155,442.773843230714,271.14932099354,250.560975235614,231.667451334882,386.294367539054,194.14189403585,295.430435419325,312.486012286739,327.644927328454,320.28891176736,237.032862455941,297.597386227321,215.104691531672,302.548808000794,295.301197338558,345.132741271154,266.312089856234,275.676141144112,369.718523877777,301.234832905187,192.570434267307,360.381567693776,358.853085240647,292.211439569,388.577696680959,328.032215814514,366.357084866167,200.258359417212,329.352170184789,327.501389671952,190.625282598375,288.352955165029,356.932663708589,227.300822448708,443.003433079117,334.175190073549,252.952691659944,306.381634392783,278.580732471997,232.338660416206,326.370472268944
253.788594967838,267.221828384856,238.838544547613,224.877441885442,384.942913113318,283.286557400967,359.424355292167,318.953163788698,445.952379289591,241.603837686496,256.94593720292,215.699187130766,291.733237383202,279.038897136606,205.881035060116,329.69720218086,351.751612001059,353.296565690167,388.573636166107,202.257463956813,329.974827823409,350.968013722257,314.939159289651,343.284676330355,254.51034657227,251.177249419233,308.714331153626,325.996019462976,259.69820293094,421.878544969242,316.550592341628,252.891695547794,459.836143197905,280.430642029091,258.286209451018,239.226150224997,401.146611896254,200.126547923419,305.389016808841,323.103515272645,340.318866625244,332.106260693188,244.730208186397,307.956219955823,221.664838744864,313.347401136628,305.463660349244,357.559957952642,275.461986592346,284.679967347208,383.550593184784,311.23897475079,198.3526127593,374.049931909853,372.845038978021,302.689971255958,402.690880388533,339.898855099571,379.407735430343,206.51274377563,340.69910444989,339.870052828021,196.473641412014,299.017803376729,369.895939481505,234.862921583902,460.228617793848,346.542814812787,261.170395591997,317.104162711791,288.643489162088,240.003871750013,338.353341248649
