"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74"
1618.16380181576,1741.05414914985,1693.21146450944,1597.13918783165,1873.22290111866,1663.70252289963,1722.95896899755,1824.78631564025,1932.33173515953,1597.89766917409,1726.39529857016,1611.43748145959,1683.71056897093,1779.71126935564,1577.06640198654,1739.53377173197,1804.196296184,1716.31795610191,1795.54135752784,1566.2029781837,1760.68890239322,1819.72120467926,1695.66816305929,1812.80413446614,1692.12210015407,1729.78457760475,1698.71294270742,1699.80475279672,1650.0338069471,1860.59915532933,1807.91634243093,1703.41060592757,1929.46774016458,1690.88313475989,1729.81174413667,1623.5318742892,1824.69438004026,1548.87775498147,1769.84615022754,1804.36585205075,1693.54781096122,1733.03282623185,1643.87698408275,1742.41353337358,1628.45517781544,1727.78583696659,1748.27600884185,1817.3689789903,1674.08885069806,1748.52470364874,1824.94878830244,1799.63456442406,1563.45998080352,1788.45153448748,1750.9338471681,1696.95636717096,1899.95799203888,1773.33175717286,1876.53187901154,1559.60528030746,1830.27015668141,1722.24981137348,1540.30365698982,1653.68923168363,1833.41700651718,1592.79933822867,1918.20554031105,1760.99885045516,1690.42940640005,1757.89941404084,1654.80296368354,1615.47519473075,1752.49937850508,1750.96663490441
1573.15087520335,1684.12445106441,1637.16695597648,1549.82004153589,1817.13543070852,1618.01966763074,1680.43142622812,1765.82649862507,1876.32297589364,1553.13850271118,1669.72445186636,1560.97270124308,1637.08592836032,1720.01960425357,1528.48616677863,1691.80179621234,1752.08001620461,1673.76233958939,1748.58095015565,1518.13134011672,1710.71359172769,1765.74207757564,1650.80266000716,1758.55912686837,1638.8948183524,1671.68854099448,1652.75243676558,1655.82249294218,1602.43052727293,1810.22533402066,1750.62474654087,1648.74084966966,1875.22900851901,1641.91814181557,1672.81142119457,1575.76250764429,1775.92025542361,1502.46697953123,1715.53935902872,1748.47634300555,1651.81791011844,1686.38552524612,1594.67647680028,1691.62913679689,1577.02045986655,1679.297348002,1696.46495893198,1764.4407636229,1626.29841794553,1693.59099675601,1774.23914889308,1742.59867501275,1514.93249719136,1740.58925332703,1706.98090121524,1650.2749632603,1842.84813353262,1723.20558071618,1819.56254486515,1513.25270251034,1773.74149669352,1677.59801065333,1494.21275149682,1611.12428065074,1780.13924345512,1547.64447332239,1865.39781668378,1713.03796255875,1638.66000691342,1706.49664767261,1610.7932200845,1568.62391011687,1704.37358342473,1706.36019095935
1521.86951455465,1622.30208374207,1576.62273049206,1497.04916129857,1754.27628605197,1565.67180404962,1629.79489555207,1701.40744553002,1812.78980522646,1502.2983091219,1608.28346335322,1505.65207265474,1583.77495417479,1655.63188556797,1475.01740920472,1636.96356918025,1693.10112599908,1623.18305626437,1693.65580940423,1465.18159140859,1653.90282381429,1705.15118184619,1598.69192146407,1697.85282640874,1580.47597867052,1609.13847368248,1599.76630167234,1604.34054267464,1548.78858921154,1751.88769309998,1687.67625519641,1589.09438632183,1813.08702419344,1586.73725005239,1611.08047484232,1522.32277436384,1719.24773998025,1450.98332127035,1655.32418288334,1686.63043984698,1602.14727296193,1632.45609343524,1539.90151898696,1634.42794432377,1520.75631539572,1624.02465816712,1638.41159302065,1704.68071691317,1572.21724539631,1633.17226669579,1716.07941327694,1679.94789528353,1461.67525649225,1685.05644951217,1654.90979815048,1596.75920753251,1778.87854369106,1666.12431335822,1755.99186293897,1461.67883931773,1711.08588464572,1625.33140386324,1443.07688843079,1561.28526498719,1719.91441072668,1496.56592173903,1804.49054959097,1657.76301792425,1581.36005195884,1648.63392294533,1559.83229786231,1515.97937232334,1649.0761197343,1653.78419947905
1466.31980501842,1557.61413450399,1513.50733680177,1440.7307809186,1687.01160618819,1508.74692687133,1573.31320198847,1633.71571923527,1744.23553981869,1447.33705399934,1544.06950676735,1447.34235054492,1525.89238952635,1588.60221791804,1418.48645120557,1577.23668025171,1629.54098070121,1566.83002525602,1633.11750322416,1409.16630221064,1592.4803581814,1640.2327406034,1541.50824267106,1632.94798119636,1518.86268375137,1544.10286559694,1541.91395902102,1547.55384034209,1491.1281448067,1688.02427780136,1621.25532263288,1526.46104499784,1745.56594656107,1527.42598368924,1546.61588745958,1465.16841869186,1657.06287645907,1396.23799026393,1591.36075990982,1621.03589421425,1546.75062361168,1573.46754736152,1481.5237352755,1572.97656768081,1461.54719193272,1564.14574604689,1576.27502470326,1640.38453005884,1513.91630975859,1569.3629905505,1652.82307609086,1613.85241845137,1405.4828524626,1624.17570559072,1597.02230737906,1538.55201532644,1710.45712127549,1604.33722500691,1688.17597254467,1406.72154943383,1644.55907347115,1567.68185884775,1388.694633106,1506.29228593132,1655.06807793329,1441.50430144003,1738.00679174579,1597.43450736891,1520.55663362881,1586.50089627495,1504.01916274323,1459.49845327663,1588.84612919665,1595.53129677362
1408.19664100508,1491.69926291331,1449.37004036945,1382.45060673223,1617.31629788054,1449.02252351506,1512.96198101772,1564.53108773898,1672.77129502328,1389.91163995215,1478.69305587182,1387.56888385015,1465.23589405464,1520.57780112662,1360.39686930712,1514.51332847553,1563.32489002358,1506.66454347965,1568.99621851026,1351.57875529966,1528.32906610754,1572.89563948992,1481.11679019843,1565.73052490919,1455.68851076122,1478.15521303705,1481.04205182229,1487.35738010168,1431.1468739966,1620.72596021073,1553.15058263266,1462.45766046991,1674.81705065921,1465.73745014473,1481.02647746523,1405.9326542013,1591.41620426067,1339.73275516987,1525.43393951707,1553.51333403982,1487.56000423237,1511.32295154578,1421.18294586848,1509.09596063433,1400.92945028752,1501.50825733646,1511.86209115445,1573.48620564717,1453.14208280576,1503.87986432499,1586.47667507137,1546.08861656661,1347.82845013976,1559.94072609864,1535.32144655778,1477.47857322024,1639.59283307952,1539.75142187457,1618.07338171379,1349.90886827576,1576.02425339808,1506.57647476988,1332.55720703534,1447.97565035805,1587.56137878981,1384.09475642262,1668.10708808644,1533.9857625583,1457.92207270412,1521.93723708461,1445.15188496884,1400.82138824864,1525.5944816962,1533.59005501851
1348.94002615389,1425.90128665978,1385.47518093362,1323.53427210007,1546.85348025989,1388.01493135337,1450.46831116883,1495.32106887745,1600.19041540735,1331.4268907041,1413.47350625745,1327.5930001615,1403.33645069182,1452.90028909491,1301.99079311361,1450.41016261387,1496.07962440841,1444.39967308155,1503.04896353428,1293.65347451673,1463.04544079052,1504.74946241928,1419.12640540284,1497.78710155375,1392.30602548778,1412.57608136733,1418.73217553619,1425.39226306056,1370.27525176058,1551.79199076519,1484.84437140585,1398.41618903184,1602.6739348531,1403.14871633349,1415.62845817252,1345.98410725065,1524.07619468965,1282.71691264523,1459.03429915515,1485.58072893601,1426.2642497413,1447.65880710271,1360.24778823135,1444.31945689196,1340.17128228298,1437.68210563319,1446.68796255819,1505.61690398501,1391.37077026774,1438.14695570676,1518.75215695183,1478.12840177592,1289.92605830597,1494.06972259141,1471.55337872165,1415.09626802693,1567.97645234149,1473.98595430616,1547.32786178031,1292.51504379278,1507.0369228865,1443.68414561121,1275.90548370353,1387.92088637224,1519.0497828043,1325.7193904037,1596.64138251701,1469.07198434592,1394.85095554446,1456.49120052917,1384.7788178589,1341.32744347713,1460.95390797963,1469.68936216904
1289.78171242755,1361.31909950041,1322.85193902743,1265.10103996738,1477.01669337238,1327.02435321672,1387.33687133327,1427.29120220036,1528.00738207928,1273.08277795952,1349.48794785695,1268.4597450984,1341.50500822121,1386.6582018831,1244.30704048025,1386.31395908147,1429.18773822726,1381.52689408545,1436.79184506271,1236.42375465756,1397.99063328071,1437.1453873468,1356.920627043,1430.44668056198,1329.83382368303,1348.40264784654,1356.3443598876,1363.07653216935,1309.72856998176,1482.76502044377,1417.56112598492,1335.43167190661,1530.70313074699,1340.91403419559,1351.49522567221,1286.48050443396,1456.56219780228,1226.24213639801,1393.40383887539,1418.4998963295,1364.33469205115,1383.87856578238,1299.87162377271,1379.94776255592,1280.32005239204,1374.00853749541,1382.03342991702,1438.16065726558,1329.85945571296,1373.34300482236,1451.11490880787,1411.18746075656,1232.78855729482,1428.03813247551,1407.23583906198,1352.74011136911,1497.02485166668,1408.42231405846,1477.31364463191,1235.61504064927,1438.89132628209,1380.44662932704,1219.78431117565,1327.49890104303,1450.93844614714,1267.55630625722,1525.19654188486,1404.11507445223,1332.50496394017,1391.47515440524,1324.22974638232,1282.18693091584,1396.32472235501,1405.32821166447
1231.7576522463,1298.84656682875,1262.33435880878,1208.07852825138,1408.96677801466,1267.14735931818,1324.86535872514,1361.42567543609,1457.49209649228,1215.88658163194,1287.61160200225,1211.0258731485,1280.84570816694,1322.73123277022,1188.1986249385,1323.39529562133,1363.80342989664,1319.3299329621,1371.52023338137,1180.7387738633,1334.30550884081,1371.2107744247,1295.67916611139,1364.81614719111,1269.19053011505,1286.47280773325,1295.02946266006,1301.62394249935,1250.52059309886,1414.95446991185,1352.30554158039,1274.39911727468,1460.22157705967,1280.07899245895,1289.49800021106,1228.38294204365,1390.1670107652,1171.17815691798,1329.56878778132,1353.31191115858,1303.0407993315,1321.17494786978,1241.00829666482,1317.06384600817,1222.23392535868,1311.61427076599,1318.96073891505,1372.27086263442,1269.65934304896,1310.436686227,1384.79938263418,1346.26322202889,1177.24662573005,1363.10118379019,1343.6724219559,1291.53589387655,1427.91525414856,1344.2195675832,1409.16989577168,1180.09951101937,1372.65608603751,1318.0975164017,1165.05760414359,1267.88405642042,1384.39949513772,1210.59156026212,1455.11193306864,1340.31717034873,1271.84466355524,1327.98129448097,1264.6374455495,1224.37460008945,1332.88883592688,1341.79146677423
1175.73240934508,1239.20294532927,1204.59170713157,1153.2334415536,1343.65644356937,1209.30074912353,1264.15053998191,1298.51825417698,1389.69451135447,1160.67856229985,1228.54831517698,1155.99104077037,1222.27982737381,1261.8210712726,1134.36515686983,1262.63162074304,1300.88194452762,1258.8961280598,1308.31965533424,1127.29562307677,1272.93732540725,1307.87551848949,1236.3917641224,1301.8067232222,1211.12290070567,1227.4548476515,1235.75113663197,1242.05426059426,1193.49235120233,1349.45440987703,1289.89128176997,1216.04261709593,1392.32215082163,1221.51005097677,1230.33658190772,1172.48657520712,1325.9728631928,1118.24193212715,1268.3676458318,1290.86428189291,1243.45585900115,1260.54653935451,1184.44421856912,1256.56361446587,1166.61159639969,1251.4369235385,1258.34608186874,1308.90057622147,1211.64379054056,1250.21520838885,1320.83308281224,1284.16361172334,1123.97981299859,1300.30989479547,1281.96526425249,1232.4241617502,1361.61138738736,1282.34057157406,1343.82748806423,1126.70380680464,1309.20150323293,1257.67279147011,1112.4383489922,1210.06431558047,1320.40136558764,1155.64631880604,1387.50307645381,1278.68291842621,1213.65455169189,1266.91225272424,1206.95228206993,1168.69891961616,1271.63294863316,1280.16162373748
1122.41138688951,1182.9563434976,1150.15077197301,1101.18395758445,1281.84741009464,1154.23320959649,1206.10191184163,1239.19726827654,1325.45622203546,1108.14347067023,1172.85290630696,1103.91144239591,1166.55876147926,1204.47795899625,1083.3661507227,1204.82043871777,1241.19525624028,1201.12463932888,1248.08237398423,1076.65236026666,1214.6545110242,1247.88166576981,1179.86948480628,1242.1446042864,1156.22779052718,1171.87293708373,1179.29792104268,1185.20802737584,1139.32513082133,1287.15456890163,1230.96660551656,1160.93708178419,1327.89027007098,1165.90815338164,1174.56211979456,1119.43315487079,1264.86272931214,1068.01060708072,1210.47336775467,1231.83624344922,1186.47058750118,1202.80784300067,1130.81167776794,1199.17035522221,1114.00869473834,1194.23906592723,1200.89436066352,1248.8186726619,1156.52142550757,1193.30646965491,1260.05155599151,1225.53237811564,1073.53114098927,1240.52196442328,1223.02372665363,1176.17234075849,1298.89089854842,1223.56680208108,1282.03494619872,1076.02074579299,1249.22522704536,1200.02577484789,1062.50079737496,1154.85505553874,1259.72517826615,1103.38844679274,1323.2772669427,1220.03283670785,1158.56612902367,1208.99622622379,1151.95252850582,1115.81439002546,1213.36156721539,1221.3316240754
